날짜,매매기준율,전일대비,현찰살때,현찰팔때,송금보낼때,송금받을때,T/C살때,외화수표팔때
2019.01.22,1132.0,1.5,1151.81,1112.19,1143.0,1121.0,1145.58,1119.63
2019.01.23,1128.5,3.5,1148.24,1108.76,1139.5,1117.5,1142.04,1116.14
2019.01.24,1130.0,1.5,1149.77,1110.23,1141.0,1119.0,1143.56,1117.64
2019.01.25,1121.0,9.0,1140.61,1101.39,1131.9,1110.1,1134.45,1108.75
2019.01.28,1119.0,2.0,1138.58,1099.42,1129.9,1108.1,1132.42,1106.75
2019.01.29,1119.0,0.0,1138.58,1099.42,1129.9,1108.1,1132.42,1106.75
2019.01.30,1118.5,0.5,1138.07,1098.93,1129.4,1107.6,1131.92,1106.25
2019.01.31,1113.0,5.5,1132.47,1093.53,1123.9,1102.1,1126.35,1100.76
2019.02.01,1119.0,6.0,1138.58,1099.42,1129.9,1108.1,1132.42,1106.75
2019.02.07,1126.0,7.0,1145.7,1106.3,1137.0,1115.0,1139.51,1113.64
2019.02.08,1124.0,2.0,1143.67,1104.33,1135.0,1113.0,1137.48,1111.64
2019.02.11,1125.5,1.5,1145.19,1105.81,1136.5,1114.5,1139.0,1113.14
2019.02.12,1125.5,0.0,1145.19,1105.81,1136.5,1114.5,1139.0,1113.15
2019.02.13,1123.0,2.5,1142.65,1103.35,1134.0,1112.0,1136.47,1110.65
2019.02.14,1127.0,4.0,1146.72,1107.28,1138.0,1116.0,1140.52,1114.65
2019.02.15,1129.5,2.5,1149.26,1109.74,1140.5,1118.5,1143.05,1117.15
2019.02.18,1126.0,3.5,1145.7,1106.3,1137.0,1115.0,1139.51,1113.65
2019.02.19,1128.5,2.5,1148.24,1108.76,1139.5,1117.5,1142.04,1116.15
2019.02.20,1123.5,5.0,1143.16,1103.84,1134.5,1112.5,1136.98,1111.15
2019.02.21,1126.0,2.5,1145.7,1106.3,1137.0,1115.0,1139.51,1113.65
2019.02.22,1125.0,1.0,1144.68,1105.32,1136.0,1114.0,1138.5,1112.65
2019.02.25,1120.0,5.0,1139.6,1100.4,1130.9,1109.1,1133.44,1107.76
2019.02.26,1118.5,1.5,1138.07,1098.93,1129.4,1107.6,1131.92,1106.26
2019.02.27,1119.0,0.5,1138.58,1099.42,1129.9,1108.1,1132.42,1106.76
2019.02.28,1124.0,5.0,1143.67,1104.33,1135.0,1113.0,1137.48,1111.65
2019.03.04,1127.0,3.0,1146.72,1107.28,1138.0,1116.0,1140.52,1114.65
2019.03.05,1126.5,0.5,1146.21,1106.79,1137.5,1115.5,1140.01,1114.15
2019.03.06,1129.0,2.5,1148.75,1109.25,1140.0,1118.0,1142.54,1116.65
2019.03.07,1129.5,0.5,1149.26,1109.74,1140.5,1118.5,1143.05,1117.14
2019.03.08,1137.0,7.5,1156.89,1117.11,1148.1,1125.9,1150.64,1124.53
2019.03.11,1134.5,2.5,1154.35,1114.65,1145.6,1123.4,1148.11,1122.04
2019.03.12,1131.0,3.5,1150.79,1111.21,1142.0,1120.0,1144.57,1118.64
2019.03.13,1132.5,1.5,1152.31,1112.69,1143.5,1121.5,1146.09,1120.14
2019.03.14,1136.0,3.5,1155.88,1116.12,1147.1,1124.9,1149.63,1123.54
2019.03.15,1136.5,0.5,1156.38,1116.62,1147.6,1125.4,1150.13,1124.04
2019.03.18,1133.5,3.0,1153.33,1113.67,1144.6,1122.4,1147.1,1121.04
2019.03.19,1130.5,3.0,1150.28,1110.72,1141.5,1119.5,1144.06,1118.14
2019.03.20,1130.5,0.0,1150.28,1110.72,1141.5,1119.5,1144.06,1118.14
2019.03.21,1129.0,1.5,1148.75,1109.25,1140.0,1118.0,1142.54,1116.64
2019.03.22,1134.0,5.0,1153.84,1114.16,1145.1,1122.9,1147.6,1121.54
2019.03.25,1134.0,0.0,1153.84,1114.16,1145.1,1122.9,1147.6,1121.54
2019.03.26,1134.0,0.0,1153.84,1114.16,1145.1,1122.9,1147.6,1121.54
2019.03.27,1137.0,3.0,1156.89,1117.11,1148.1,1125.9,1150.64,1124.53
2019.03.28,1137.5,0.5,1157.4,1117.6,1148.6,1126.4,1151.15,1125.03
2019.03.29,1137.0,0.5,1156.89,1117.11,1148.1,1125.9,1150.64,1124.53
2019.04.01,1135.0,2.0,1154.86,1115.14,1146.1,1123.9,1148.62,1122.54
2019.04.02,1137.0,2.0,1156.89,1117.11,1148.1,1125.9,1150.64,1124.53
2019.04.03,1134.5,2.5,1154.35,1114.65,1145.6,1123.4,1148.11,1122.04
2019.04.04,1137.0,2.5,1156.89,1117.11,1148.1,1125.9,1150.64,1124.54
2019.04.05,1138.0,1.0,1157.91,1118.09,1149.1,1126.9,1151.65,1125.54
2019.04.08,1145.0,7.0,1165.03,1124.97,1156.2,1133.8,1158.74,1132.43
2019.04.09,1140.5,4.5,1160.45,1120.55,1151.6,1129.4,1154.18,1128.03
2019.04.10,1138.5,2.0,1158.42,1118.58,1149.6,1127.4,1152.16,1126.04
2019.04.11,1140.5,2.0,1160.45,1120.55,1151.6,1129.4,1154.18,1128.03
2019.04.12,1137.0,3.5,1156.89,1117.11,1148.1,1125.9,1150.64,1124.54
2019.04.15,1133.5,3.5,1153.33,1113.67,1144.6,1122.4,1147.1,1121.04
2019.04.16,1136.5,3.0,1156.38,1116.62,1147.6,1125.4,1150.13,1124.04
2019.04.17,1133.5,3.0,1153.33,1113.67,1144.6,1122.4,1147.1,1121.04
2019.04.18,1138.0,4.5,1157.91,1118.09,1149.1,1126.9,1151.65,1125.53
2019.04.19,1136.5,1.5,1156.38,1116.62,1147.6,1125.4,1150.13,1124.04
2019.04.22,1141.5,5.0,1161.47,1121.53,1152.6,1130.4,1155.19,1129.03
2019.04.23,1142.5,1.0,1162.49,1122.51,1153.6,1131.4,1156.21,1130.03
2019.04.24,1151.0,8.5,1171.14,1130.86,1162.2,1139.8,1164.81,1138.42
2019.04.25,1163.0,12.0,1183.35,1142.65,1174.3,1151.7,1176.95,1150.31
2019.04.26,1161.0,2.0,1181.31,1140.69,1172.3,1149.7,1174.93,1148.31
2019.04.29,1160.5,0.5,1180.8,1140.2,1171.8,1149.2,1174.42,1147.81
2019.04.30,1167.0,6.5,1187.42,1146.58,1178.4,1155.6,1181.0,1154.2
2019.05.02,1164.5,2.5,1184.87,1144.13,1175.9,1153.1,1178.47,1151.7
2019.05.03,1170.0,5.5,1190.47,1149.53,1181.4,1158.6,1184.04,1157.2
2019.05.07,1169.0,1.0,1189.45,1148.55,1180.4,1157.6,1183.02,1156.2
2019.05.08,1172.5,3.5,1193.01,1151.99,1183.9,1161.1,1186.57,1159.7
2019.05.09,1182.5,10.0,1203.19,1161.81,1194.0,1171.0,1196.69,1169.59
2019.05.10,1178.0,4.5,1198.61,1157.39,1189.5,1166.5,1192.13,1165.1
2019.05.13,1187.5,9.5,1208.28,1166.72,1199.1,1175.9,1201.75,1174.49
2019.05.14,1187.5,0.0,1208.28,1166.72,1199.1,1175.9,1201.75,1174.49
2019.05.15,1190.5,3.0,1211.33,1169.67,1202.1,1178.9,1204.78,1177.49
2019.05.16,1190.0,0.5,1210.82,1169.18,1201.6,1178.4,1204.28,1176.99
2019.05.17,1195.5,5.5,1216.42,1174.58,1207.2,1183.8,1209.84,1182.38
2019.05.20,1195.0,0.5,1215.91,1174.09,1206.7,1183.3,1209.34,1181.88
2019.05.21,1195.0,0.0,1215.91,1174.09,1206.7,1183.3,1209.34,1181.88
2019.05.22,1190.0,5.0,1210.82,1169.18,1201.6,1178.4,1204.28,1176.99
2019.05.23,1191.5,1.5,1212.35,1170.65,1203.1,1179.9,1205.79,1178.49
2019.05.24,1188.0,3.5,1208.79,1167.21,1199.6,1176.4,1202.25,1174.99
2019.05.27,1185.5,2.5,1206.24,1164.76,1197.1,1173.9,1199.72,1172.5
2019.05.28,1189.5,4.0,1210.31,1168.69,1201.1,1177.9,1203.77,1176.49
2019.05.29,1194.5,5.0,1215.4,1173.6,1206.2,1182.8,1208.83,1181.39
2019.05.30,1191.5,3.0,1212.35,1170.65,1203.1,1179.9,1205.79,1178.49
2019.05.31,1191.5,0.0,1212.35,1170.65,1203.1,1179.9,1205.79,1178.49
2019.06.03,1182.5,9.0,1203.19,1161.81,1194.0,1171.0,1196.69,1169.6
2019.06.04,1183.5,1.0,1204.21,1162.79,1195.0,1172.0,1197.7,1170.6
2019.06.05,1178.0,5.5,1198.61,1157.39,1189.5,1166.5,1192.13,1165.11
2019.06.07,1185.5,7.5,1206.24,1164.76,1197.1,1173.9,1199.72,1172.5
2019.06.10,1186.5,1.0,1207.26,1165.74,1198.1,1174.9,1200.73,1173.5
2019.06.11,1181.5,5.0,1202.17,1160.83,1193.0,1170.0,1195.67,1168.61
2019.06.12,1183.0,1.5,1203.7,1162.3,1194.5,1171.5,1197.19,1170.1
2019.06.13,1183.0,0.0,1203.7,1162.3,1194.5,1171.5,1197.19,1170.11
2019.06.14,1185.5,2.5,1206.24,1164.76,1197.1,1173.9,1199.72,1172.51
2019.06.17,1187.5,2.0,1208.28,1166.72,1199.1,1175.9,1201.75,1174.51
2019.06.18,1186.0,1.5,1206.75,1165.25,1197.6,1174.4,1200.23,1173.01
2019.06.19,1176.5,9.5,1197.08,1155.92,1188.0,1165.0,1190.61,1163.62
2019.06.20,1161.5,15.0,1181.82,1141.18,1172.8,1150.2,1175.43,1148.84
2019.06.21,1163.5,2.0,1183.86,1143.14,1174.9,1152.1,1177.46,1150.73
2019.06.24,1157.5,6.0,1177.75,1137.25,1168.8,1146.2,1171.39,1144.84
2019.06.25,1156.0,1.5,1176.23,1135.77,1167.3,1144.7,1169.87,1143.34
2019.06.26,1156.5,0.5,1176.73,1136.27,1167.8,1145.2,1170.37,1143.84
2019.06.27,1156.5,0.0,1176.73,1136.27,1167.8,1145.2,1170.37,1143.84
2019.06.28,1155.5,1.0,1175.72,1135.28,1166.8,1144.2,1169.36,1142.84
2019.07.01,1163.0,7.5,1183.35,1142.65,1174.3,1151.7,1176.95,1150.33
2019.07.02,1167.5,4.5,1187.93,1147.07,1178.9,1156.1,1181.51,1154.73
2019.07.03,1170.5,3.0,1190.98,1150.02,1181.9,1159.1,1184.54,1157.73
2019.07.04,1169.0,1.5,1189.45,1148.55,1180.4,1157.6,1183.02,1156.24
2019.07.05,1171.5,2.5,1192.0,1151.0,1182.9,1160.1,1185.55,1158.73
2019.07.08,1180.5,9.0,1201.15,1159.85,1192.0,1169.0,1194.66,1167.62
2019.07.09,1183.0,2.5,1203.7,1162.3,1194.5,1171.5,1197.19,1170.12
2019.07.10,1181.5,1.5,1202.17,1160.83,1193.0,1170.0,1195.67,1168.62
2019.07.11,1174.0,7.5,1194.54,1153.46,1185.5,1162.5,1188.08,1161.13
2019.07.12,1179.0,5.0,1199.63,1158.37,1190.5,1167.5,1193.14,1166.14
2019.07.15,1180.0,1.0,1200.65,1159.35,1191.5,1168.5,1194.16,1167.13
2019.07.16,1178.5,1.5,1199.12,1157.88,1190.0,1167.0,1192.64,1165.64
2019.07.17,1181.0,2.5,1201.66,1160.34,1192.5,1169.5,1195.17,1168.14
2019.07.18,1178.5,2.5,1199.12,1157.88,1190.0,1167.0,1192.64,1165.65
2019.07.19,1175.5,3.0,1196.07,1154.93,1187.0,1164.0,1189.6,1162.66
2019.07.22,1177.5,2.0,1198.1,1156.9,1189.0,1166.0,1191.63,1164.66
2019.07.23,1179.0,1.5,1199.63,1158.37,1190.5,1167.5,1193.14,1166.16
2019.07.24,1178.5,0.5,1199.12,1157.88,1190.0,1167.0,1192.64,1165.66
2019.07.25,1181.5,3.0,1202.17,1160.83,1193.0,1170.0,1195.67,1168.66
2019.07.26,1184.5,3.0,1205.22,1163.78,1196.1,1172.9,1198.71,1171.56
2019.07.29,1184.5,0.0,1205.22,1163.78,1196.1,1172.9,1198.71,1171.56
2019.07.30,1181.0,3.5,1201.66,1160.34,1192.5,1169.5,1195.17,1168.17
2019.07.31,1183.0,2.0,1203.7,1162.3,1194.5,1171.5,1197.19,1170.16
2019.08.01,1189.0,6.0,1209.8,1168.2,1200.6,1177.4,1203.26,1176.06
2019.08.02,1200.5,11.5,1221.5,1179.5,1212.2,1188.8,1214.9,1187.44
2019.08.05,1216.0,15.5,1237.28,1194.72,1227.9,1204.1,1230.59,1202.73
2019.08.06,1216.0,0.0,1237.28,1194.72,1227.9,1204.1,1230.59,1202.73
2019.08.07,1215.5,0.5,1236.77,1194.23,1227.4,1203.6,1230.08,1202.23
2019.08.08,1209.0,6.5,1230.15,1187.85,1220.8,1197.2,1223.5,1195.84
2019.08.09,1212.0,3.0,1233.21,1190.79,1223.8,1200.2,1226.54,1198.84
2019.08.12,1219.0,7.0,1240.33,1197.67,1230.9,1207.1,1233.62,1205.74
2019.08.13,1223.0,4.0,1244.4,1201.6,1234.9,1211.1,1237.67,1209.73
2019.08.14,1215.0,8.0,1236.26,1193.74,1226.9,1203.1,1229.58,1201.74
2019.08.16,1211.0,4.0,1232.19,1189.81,1222.8,1199.2,1225.53,1197.85
2019.08.19,1210.5,0.5,1231.68,1189.32,1222.3,1198.7,1225.02,1197.35
2019.08.20,1209.0,1.5,1230.15,1187.85,1220.8,1197.2,1223.5,1195.86
2019.08.21,1203.5,5.5,1224.56,1182.44,1215.2,1191.8,1217.94,1190.46
2019.08.22,1210.0,6.5,1231.17,1188.83,1221.8,1198.2,1224.52,1196.86
2019.08.23,1211.0,1.0,1232.19,1189.81,1222.8,1199.2,1225.53,1197.86
2019.08.26,1214.5,3.5,1235.75,1193.25,1226.4,1202.6,1229.07,1201.26
2019.08.27,1214.0,0.5,1235.24,1192.76,1225.8,1202.2,1228.56,1200.86
2019.08.28,1214.5,0.5,1235.75,1193.25,1226.4,1202.6,1229.07,1201.27
2019.08.29,1213.0,1.5,1234.22,1191.78,1224.8,1201.2,1227.55,1199.87
2019.08.30,1209.5,3.5,1230.66,1188.34,1221.3,1197.7,1224.01,1196.38
2019.09.02,1212.5,3.0,1233.71,1191.29,1224.3,1200.7,1227.05,1199.38
2019.09.03,1216.0,3.5,1237.28,1194.72,1227.9,1204.1,1230.59,1202.78
2019.09.04,1207.0,9.0,1228.12,1185.88,1218.8,1195.2,1221.48,1193.89
2019.09.05,1200.0,7.0,1221.0,1179.0,1211.7,1188.3,1214.4,1187.0
2019.09.06,1194.5,5.5,1215.4,1173.6,1206.2,1182.8,1208.83,1181.51
2019.09.09,1193.0,1.5,1213.87,1172.13,1204.6,1181.4,1207.31,1180.11
2019.09.10,1192.0,1.0,1212.86,1171.14,1203.6,1180.4,1206.3,1179.11
2019.09.11,1194.5,2.5,1215.4,1173.6,1206.2,1182.8,1208.83,1181.52
2019.09.16,1184.0,10.5,1204.72,1163.28,1195.6,1172.4,1198.2,1171.13
2019.09.17,1191.0,7.0,1211.84,1170.16,1202.6,1179.4,1205.29,1178.12
2019.09.18,1192.0,1.0,1212.86,1171.14,1203.6,1180.4,1206.3,1179.11
2019.09.19,1195.0,3.0,1215.91,1174.09,1206.7,1183.3,1209.34,1182.01
2019.09.20,1188.5,6.5,1209.29,1167.71,1200.1,1176.9,1202.76,1175.62
2019.09.23,1197.5,9.0,1218.45,1176.55,1209.2,1185.8,1211.87,1184.51
2019.09.24,1195.0,2.5,1215.91,1174.09,1206.7,1183.3,1209.34,1182.02
2019.09.25,1200.5,5.5,1221.5,1179.5,1212.2,1188.8,1214.9,1187.51
2019.09.26,1200.5,0.0,1221.5,1179.5,1212.2,1188.8,1214.9,1187.5
2019.09.27,1200.0,0.5,1221.0,1179.0,1211.7,1188.3,1214.4,1187.01
2019.09.30,1199.0,1.0,1219.98,1178.02,1210.7,1187.3,1213.38,1186.01
2019.10.01,1201.5,2.5,1222.52,1180.48,1213.2,1189.8,1215.91,1188.52
2019.10.02,1207.0,5.5,1228.12,1185.88,1218.8,1195.2,1221.48,1193.91
2019.10.04,1197.0,10.0,1217.94,1176.06,1208.7,1185.3,1211.36,1184.03
2019.10.07,1198.0,1.0,1218.96,1177.04,1209.7,1186.3,1212.37,1185.03
2019.10.08,1196.5,1.5,1217.43,1175.57,1208.2,1184.8,1210.85,1183.55
2019.10.10,1195.0,1.5,1215.91,1174.09,1206.7,1183.3,1209.34,1182.05
2019.10.11,1186.0,9.0,1206.75,1165.25,1197.6,1174.4,1200.23,1173.16
2019.10.14,1185.5,0.5,1206.24,1164.76,1197.1,1173.9,1199.72,1172.67
2019.10.15,1186.4,0.9,1207.16,1165.64,1198.0,1174.8,1200.63,1173.57
2019.10.16,1189.5,3.1,1210.31,1168.69,1201.1,1177.9,1203.77,1176.67
2019.10.17,1180.0,9.5,1200.65,1159.35,1191.5,1168.5,1194.16,1167.28
2019.10.18,1181.0,1.0,1201.66,1160.34,1192.5,1169.5,1195.17,1168.29
2019.10.21,1172.0,9.0,1192.51,1151.49,1183.4,1160.6,1186.06,1159.4
2019.10.22,1173.0,1.0,1193.52,1152.48,1184.4,1161.6,1187.07,1160.41
2019.10.23,1173.0,0.0,1193.52,1152.48,1184.4,1161.6,1187.07,1160.41
2019.10.24,1173.5,0.5,1194.03,1152.97,1185.0,1162.0,1187.58,1160.81
2019.10.25,1174.5,1.0,1195.05,1153.95,1186.0,1163.0,1188.59,1161.81
2019.10.28,1170.5,4.0,1190.98,1150.02,1181.9,1159.1,1184.54,1157.92
2019.10.29,1168.0,2.5,1188.44,1147.56,1179.4,1156.6,1182.01,1155.42
2019.10.30,1166.5,1.5,1186.91,1146.09,1177.9,1155.1,1180.49,1153.93
2019.10.31,1168.5,2.0,1188.94,1148.06,1179.9,1157.1,1182.52,1155.93
2019.11.01,1167.0,1.5,1187.42,1146.58,1178.4,1155.6,1181.0,1154.43
2019.11.04,1160.5,6.5,1180.8,1140.2,1171.8,1149.2,1174.42,1148.04
2019.11.05,1156.0,4.5,1176.23,1135.77,1167.3,1144.7,1169.87,1143.54
2019.11.06,1158.5,2.5,1178.77,1138.23,1169.8,1147.2,1172.4,1146.04
2019.11.07,1156.0,2.5,1176.23,1135.77,1167.3,1144.7,1169.87,1143.55
2019.11.08,1157.5,1.5,1177.75,1137.25,1168.8,1146.2,1171.39,1145.05
2019.11.11,1165.5,8.0,1185.89,1145.11,1176.9,1154.1,1179.48,1152.94
2019.11.12,1163.5,2.0,1183.86,1143.14,1174.9,1152.1,1177.46,1150.94
2019.11.13,1169.5,6.0,1189.96,1149.04,1180.9,1158.1,1183.53,1156.93
2019.11.14,1170.5,1.0,1190.98,1150.02,1181.9,1159.1,1184.54,1157.93
2019.11.15,1167.0,3.5,1187.42,1146.58,1178.4,1155.6,1181.0,1154.43
2019.11.18,1165.5,1.5,1185.89,1145.11,1176.9,1154.1,1179.48,1152.95
2019.11.19,1166.5,1.0,1186.91,1146.09,1177.9,1155.1,1180.49,1153.95
2019.11.20,1170.5,4.0,1190.98,1150.02,1181.9,1159.1,1184.54,1157.94
2019.11.21,1175.5,5.0,1196.07,1154.93,1187.0,1164.0,1189.6,1162.84
2019.11.22,1178.0,2.5,1198.61,1157.39,1189.5,1166.5,1192.13,1165.34
2019.11.25,1176.5,1.5,1197.08,1155.92,1188.0,1165.0,1190.61,1163.84
2019.11.26,1177.5,1.0,1198.1,1156.9,1189.0,1166.0,1191.63,1164.84
2019.11.27,1177.5,0.0,1198.1,1156.9,1189.0,1166.0,1191.63,1164.84
2019.11.28,1179.0,1.5,1199.63,1158.37,1190.5,1167.5,1193.14,1166.35
2019.11.29,1180.0,1.0,1200.65,1159.35,1191.5,1168.5,1194.16,1167.34
2019.12.02,1185.0,5.0,1205.73,1164.27,1196.6,1173.4,1199.22,1172.24
2019.12.03,1190.0,5.0,1210.82,1169.18,1201.6,1178.4,1204.28,1177.23
2019.12.04,1193.0,3.0,1213.87,1172.13,1204.6,1181.4,1207.31,1180.23
2019.12.05,1191.0,2.0,1211.84,1170.16,1202.6,1179.4,1205.29,1178.23
2019.12.06,1189.5,1.5,1210.31,1168.69,1201.1,1177.9,1203.77,1176.73
2019.12.09,1191.0,1.5,1211.84,1170.16,1202.6,1179.4,1205.29,1178.23
2019.12.10,1192.0,1.0,1212.86,1171.14,1203.6,1180.4,1206.3,1179.22
2019.12.11,1194.7,2.7,1215.6,1173.8,1206.4,1183.0,1209.03,1181.82
2019.12.12,1189.0,5.7,1209.8,1168.2,1200.6,1177.4,1203.26,1176.22
2019.12.13,1172.0,17.0,1192.51,1151.49,1183.4,1160.6,1186.06,1159.44
2019.12.16,1173.0,1.0,1193.52,1152.48,1184.4,1161.6,1187.07,1160.44
2019.12.17,1167.0,6.0,1187.42,1146.58,1178.4,1155.6,1181.0,1154.44
2019.12.18,1168.5,1.5,1188.94,1148.06,1179.9,1157.1,1182.52,1155.93
2019.12.19,1166.0,2.5,1186.4,1145.6,1177.4,1154.6,1179.99,1153.43
2019.12.20,1161.0,5.0,1181.31,1140.69,1172.3,1149.7,1174.93,1148.53
2019.12.23,1164.0,3.0,1184.37,1143.63,1175.4,1152.6,1177.96,1151.43
2019.12.24,1164.0,0.0,1184.37,1143.63,1175.4,1152.6,1177.96,1151.43
2019.12.26,1162.0,2.0,1182.33,1141.67,1173.3,1150.7,1175.94,1149.53
2019.12.27,1160.5,1.5,1180.8,1140.2,1171.8,1149.2,1174.42,1148.03
2019.12.30,1156.5,4.0,1176.73,1136.27,1167.8,1145.2,1170.37,1144.03
2019.12.31,1156.0,0.5,1176.23,1135.77,1167.3,1144.7,1169.87,1143.54
