시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
대전광역시 대덕구 덕암동,03월 07일,3,7,덕암,41.87,201812,10,6100,11,1998,덕암로265번길 81
대전광역시 대덕구 덕암동,03월 07일,3,7,덕암,41.87,201812,20,5500,13,1998,덕암로265번길 81
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201803,7,14300,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201803,23,16500,8,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201804,17,12800,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201810,22,16500,14,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,21,13732,6,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,21,13874,13,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,13,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,4,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13732,6,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13732,6,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,7,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,10,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,13,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,14,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,14,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12685,1,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12968,2,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,13,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,8,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13166,3,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,4,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13322,4,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,5,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,7,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,7,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,8,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,9,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,8,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,9,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13732,14,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12685,1,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12968,2,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12968,2,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12968,2,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13166,3,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13166,3,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,11,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12897,2,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13322,4,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,13,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,14,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,5,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,13,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,10,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,10,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,10,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,12,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12685,1,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12968,2,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13166,3,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13166,3,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,4,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,4,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13732,6,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,5,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,5,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13732,6,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,10,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,9,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12557,1,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,12685,1,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13449,5,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13322,5,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,7,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,9,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,9,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,7,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,13874,7,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-46,46,2,리치빌,54.5087,201812,24,14015,8,2009,덕암로234번길 23
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,84.69,201801,10,18100,7,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,60,201802,1,13700,9,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,105.81,201802,2,20500,9,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,60,201802,8,11000,22,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,60,201802,13,13500,18,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,60,201802,23,13250,12,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,85,201804,9,16000,3,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,105.81,201805,11,21250,14,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,84.69,201805,23,15425,18,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,60,201806,2,12800,4,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,60,201810,15,13900,8,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Feb-45,45,2,삼부덕암마을,105.81,201811,6,18700,8,2000,덕암로234번길 15
대전광역시 대덕구 덕암동,Jul-64,64,7,신원베스트빌,84.95,201802,8,14600,4,2004,덕암로167번길 26
대전광역시 대덕구 덕암동,Jul-64,64,7,신원베스트빌,84.48,201803,13,13800,2,2004,덕암로167번길 26
대전광역시 대덕구 덕암동,08월 01일,8,1,아트빌,84.545,201803,14,12000,3,2003,덕암북로22번길 51
대전광역시 대덕구 덕암동,08월 01일,8,1,아트빌,84.545,201804,26,13500,4,2003,덕암북로22번길 51
대전광역시 대덕구 덕암동,02월 04일,2,4,"원창주택(A,B동)",57,201804,9,5300,3,1990,덕암북로10번길 23
대전광역시 대덕구 덕암동,02월 04일,2,4,"원창주택(A,B동)",57,201804,13,5500,3,1990,덕암북로10번길 23
대전광역시 대덕구 덕암동,02월 04일,2,4,"원창주택(A,B동)",50.99,201808,27,5000,3,1990,덕암북로10번길 23
대전광역시 대덕구 덕암동,04월 01일,4,1,"원창주택(C,D동)",59.61,201801,29,6200,2,1991,덕암북로10번길 31
대전광역시 대덕구 덕암동,04월 01일,4,1,"원창주택(C,D동)",59.22,201803,1,4500,6,1991,덕암북로10번길 31
대전광역시 대덕구 덕암동,04월 01일,4,1,"원창주택(C,D동)",59.68,201804,6,5100,6,1991,덕암북로10번길 31
대전광역시 대덕구 덕암동,04월 01일,4,1,"원창주택(C,D동)",59.68,201808,20,6800,4,1991,덕암북로10번길 31
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201801,21,8800,2,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201802,4,8500,4,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201802,10,8800,13,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201802,19,8200,1,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201802,27,9200,12,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201803,6,7700,1,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201803,10,8600,11,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201803,20,8000,3,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201803,28,8300,2,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201805,18,9300,11,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201805,30,8000,1,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201805,31,8400,3,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201805,31,8400,3,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201806,16,8400,14,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201810,12,8000,6,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201811,10,8500,9,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201811,17,8000,7,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,201812,27,8000,5,1993,대덕대로1470번길 55
대전광역시 대덕구 목상동,204,204,0,두레마을 2차,59.9945,201806,15,15570,3,2014,대덕대로1486번길 65
대전광역시 대덕구 목상동,03월 23일,23,3,삼창,64.23,201812,3,6000,3,1985,대덕대로1524번길 37
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201801,19,13100,12,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201801,27,13200,14,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201802,2,13200,5,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201803,17,13000,4,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201803,23,13000,6,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201804,1,13800,9,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201804,5,11200,4,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201804,24,13000,1,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201806,25,10500,7,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201808,21,12300,7,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201808,25,12000,9,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201809,6,12500,1,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201810,23,12250,7,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201811,9,12500,10,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201811,10,12000,12,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,185-1,185,1,상록수,59.96,201811,15,12500,5,1999,대덕대로1470번길 27
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,59.9788,201801,15,14800,6,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,59.9788,201801,24,15700,6,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,79.2597,201803,23,17500,5,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,59.9788,201809,12,13800,10,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,59.9788,201810,15,15100,7,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,81.1092,201811,7,17600,5,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,59.9788,201811,21,15000,10,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,81.1092,201812,1,18300,6,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,207-25,207,25,평화로운 ,59.9788,201812,30,14700,13,2011,대덕대로1520번길 77
대전광역시 대덕구 목상동,215,215,0,현대,63.225,201805,17,7300,2,1986,대덕대로1524번길 27
대전광역시 대덕구 목상동,215,215,0,현대,63.495,201810,1,6000,3,1986,대덕대로1524번길 27
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.835,201801,13,20000,4,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201802,10,15400,5,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.835,201802,22,19200,2,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.93,201803,14,20000,3,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201803,23,15500,10,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201804,6,14300,5,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.835,201804,6,18400,8,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201804,19,14500,15,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.835,201804,19,21000,11,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201804,24,14750,4,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.835,201804,25,20750,9,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,84.835,201804,29,19250,12,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201805,1,13700,15,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201805,28,14700,9,1993,동춘당로 151
대전광역시 대덕구 법동,195-1,195,1,그린타운,59.34,201805,29,13500,6,1993,동춘당로 151
