시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 가평군 청평면 청평리,301-4,301,4,신공간사무주택,전세,41.31,201706,28,"3,000",0,6,1996,경춘로 871
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.76,201702,3,500,45,11,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,전세,32.9,201703,1,"5,500",0,9,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,32.9,201703,23,500,45,6,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,전세,31.76,201703,29,"5,500",0,11,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.76,201705,19,500,45,12,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.76,201706,1,500,45,7,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,전세,35.91,201706,15,"6,500",0,6,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.76,201706,27,500,45,12,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.92,201707,1,"1,000",40,14,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.76,201707,13,500,45,11,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.92,201708,4,500,40,4,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,32.9,201708,7,500,45,7,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,전세,47.43,201708,17,"8,000",0,14,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,35.91,201710,9,"1,000",45,12,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,전세,31.76,201710,10,"5,000",0,9,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,32.9,201710,28,500,45,4,2006,호국로 798
경기도 고양덕양구 성사동,696,696,0,삼성홈타워오피스텔,월세,31.76,201711,7,500,45,12,2006,호국로 798
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,전세,23.2,201705,1,"4,000",0,11,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,전세,23.2,201705,15,"4,000",0,11,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,전세,23.2,201705,22,"4,000",0,4,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,전세,21.65,201705,24,"4,000",0,6,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,전세,21.65,201706,10,"4,000",0,10,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,월세,23.2,201707,11,500,40,9,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,월세,23.2,201707,21,"1,000",30,4,2010,고양대로 1367
경기도 고양덕양구 성사동,700-8,700,8,어울림 오피스텔,전세,40.08,201709,30,"5,000",0,10,2010,고양대로 1367
경기도 고양덕양구 주교동,610-6,610,6,스카이 팰리스,전세,70.84,201710,21,"20,000",0,12,2017, 
경기도 고양덕양구 주교동,610-6,610,6,스카이 팰리스,월세,70.84,201711,10,"4,000",68,11,2017, 
경기도 고양덕양구 주교동,610-6,610,6,스카이 팰리스,전세,70.84,201712,25,"8,000",0,14,2017, 
경기도 고양덕양구 토당동,375-1,375,1,HNC 스카이빌,전세,60.35,201704,25,"16,000",0,3,null,지도로49번길 7-10
경기도 고양덕양구 토당동,900-9,900,9,도시형 오피스텔,전세,37.43,201702,23,"13,500",0,7,2015, 
경기도 고양덕양구 토당동,900-9,900,9,도시형 오피스텔,전세,50.35,201705,16,"13,000",0,6,2015, 
경기도 고양덕양구 토당동,274-9,274,9,에코하우스,전세,26.77,201706,20,"8,000",0,6,null, 
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,월세,30.06,201707,5,"4,000",37,3,null,지도로35번길 9
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,월세,30.06,201707,27,"2,500",50,2,null,지도로35번길 9
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,월세,27.89,201707,27,"5,000",28,3,null,지도로35번길 9
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,월세,27.89,201708,18,"5,000",29,3,null,지도로35번길 9
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,월세,27.89,201708,29,"1,000",55,2,null,지도로35번길 9
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,전세,39.05,201709,19,"14,000",0,3,null,지도로35번길 9
경기도 고양덕양구 토당동,863-3,863,3,용현하이젠,월세,25.81,201711,6,"1,500",50,2,null,지도로35번길 9
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,30.32,201701,12,"1,000",50,5,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,37.52,201701,14,500,55,4,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,41.52,201703,1,"2,000",50,10,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,41.92,201704,12,"1,000",50,4,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,30.32,201705,30,"1,000",45,8,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,41.92,201706,6,"1,000",50,4,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,전세,41.92,201706,19,"10,000",0,7,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,30.32,201709,16,500,50,5,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,30.32,201709,27,"1,000",50,5,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,전세,30.32,201710,23,"11,000",0,4,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,30.32,201711,16,500,50,4,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,월세,41.92,201712,18,"1,000",58,3,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,763,2,백산오피스텔,전세,30.32,201712,27,"11,000",0,5,2002,용현로5번길 24
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,201701,5,"5,500",0,3,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,201701,10,"5,000",0,2,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,17.96,201701,13,"5,000",0,4,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,201701,18,"5,800",0,9,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,월세,30.66,201702,4,500,40,3,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,201702,8,"5,500",0,3,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,월세,18,201702,20,300,33,10,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,41.61,201704,1,"8,500",0,8,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,월세,18,201707,4,300,35,2,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,201707,14,"5,800",0,2,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,월세,17.96,201709,26,300,29,6,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,201710,13,"5,500",0,6,2002,용현로 21
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,41.61,201712,29,"8,500",0,9,2002,용현로 21
경기도 고양덕양구 행신동,765-1,765,1,에버그린,전세,81.68,201710,10,"25,500",0,4,null,용현로 7
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,전세,27.65,201701,13,"5,500",0,4,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201701,21,500,38,7,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,전세,20.75,201702,2,"7,000",0,6,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201702,4,500,40,3,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201702,20,500,40,7,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201703,4,500,38,3,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.58,201703,14,500,37,4,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,전세,22.58,201703,24,"6,000",0,2,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,27.65,201705,8,"1,000",40,5,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201705,29,500,38,3,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201706,7,500,38,5,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201706,10,500,38,7,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201707,15,500,40,9,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,전세,25.09,201707,15,"7,000",0,9,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,20.75,201708,14,500,33,6,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,전세,20.75,201708,29,"6,000",0,2,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.58,201710,21,500,35,6,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201711,4,500,40,4,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201711,4,500,37,3,2002,무원로 22
경기도 고양덕양구 행신동,712-1,712,1,행신동센스빌,월세,22.4,201711,29,500,38,7,2002,무원로 22
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201701,4,"1,000",50,6,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201701,9,"1,000",50,25,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201701,12,"9,500",0,25,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201701,15,"3,000",40,12,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201701,23,"7,000",15,19,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201701,31,"3,000",35,5,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201702,6,500,55,13,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201702,6,"2,000",40,6,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201702,10,500,53,8,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201702,10,"4,000",35,15,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201702,27,"9,000",0,16,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201703,7,"3,000",35,5,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201703,8,"5,000",30,14,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201703,10,"10,000",0,20,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,49.61,201703,11,"12,000",0,20,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201703,16,"4,500",30,14,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201703,21,"9,000",0,9,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201704,6,500,55,3,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,38.12,201704,12,"5,000",35,20,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201704,20,500,55,18,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201705,3,500,55,19,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,38.12,201705,8,"3,000",50,8,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,49.61,201705,12,"14,000",0,21,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201705,15,"1,000",50,17,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201705,15,500,55,13,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201705,15,"6,000",25,11,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201705,15,"4,000",30,17,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,49.61,201705,23,"1,000",75,11,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201706,17,"11,000",0,20,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201706,22,500,50,10,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201707,12,500,55,13,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201707,20,500,55,23,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201707,24,500,55,18,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,38.12,201707,25,"11,500",0,6,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,31.8,201708,8,500,53,9,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201708,15,500,55,17,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201708,28,"4,000",35,15,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201709,22,"5,000",27,14,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201710,11,500,53,4,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,49.61,201710,21,"15,500",0,10,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201710,21,"1,000",50,8,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,49.61,201710,21,"1,000",70,25,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201710,24,"11,000",0,24,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,31.8,201710,31,500,52,5,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201711,2,500,55,24,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201711,14,"1,500",45,19,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201711,18,"10,000",10,23,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,전세,30.59,201711,18,"9,500",0,3,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,49.61,201711,22,"1,000",75,5,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201712,16,"1,000",47,16,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,49.61,201712,19,"12,000",10,14,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,49.61,201712,23,"1,000",70,3,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,38.12,201712,25,"1,000",60,16,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,201712,28,"7,000",15,19,2003,화정로 65
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,30.38,201701,5,500,46,9,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,48.88,201701,31,"1,000",55,10,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,29.44,201702,2,500,47,15,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,37.1,201702,13,500,53,11,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,전세,29.25,201702,23,"7,650",0,3,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,전세,29.25,201702,23,"8,800",0,3,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,29.25,201703,15,"1,000",45,15,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,29.44,201707,21,500,45,5,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,48.88,201707,30,"2,000",50,6,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,34.57,201708,16,"1,000",45,13,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,48.88,201708,25,"1,000",60,7,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,전세,29.25,201710,7,"8,000",0,4,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,30.56,201710,30,"6,000",15,3,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,전세,30.56,201711,3,"8,600",0,5,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,34.57,201712,13,"3,000",35,4,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,월세,29.25,201712,16,"3,000",35,14,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,전세,30.56,201712,27,"7,700",0,4,2002,화신로272번길 11
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,201701,16,"1,000",55,13,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,전세,43.68,201702,2,"10,500",0,11,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,31.73,201703,9,500,46,4,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201704,5,"6,400",20,3,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,201704,11,500,57,10,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,48.48,201704,11,"1,000",60,11,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,전세,41.16,201705,11,"10,000",0,8,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,48.48,201705,12,"12,000",20,12,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,34.43,201705,17,500,45,7,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201706,3,700,58,6,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201706,7,"2,000",50,9,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201706,13,"4,000",40,9,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,31.73,201707,4,"1,000",40,11,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,31.73,201707,7,500,46,4,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,201707,26,"2,000",48,10,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201707,27,"5,000",33,3,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201708,8,"1,000",54,7,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,201708,16,500,57,5,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,전세,41.16,201708,19,"10,000",0,3,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,34.43,201708,23,"6,000",15,5,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,34.43,201708,29,500,45,14,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,전세,48.48,201709,1,"12,000",0,4,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,201709,5,"3,000",40,10,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,34.43,201709,15,"3,000",27,6,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,201709,16,"1,000",55,12,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,48.48,201709,28,500,65,5,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201711,28,500,60,6,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,201712,5,"1,000",55,8,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,31.73,201712,16,"2,000",36,5,2004,화신로 259
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,31.92,201701,16,"1,000",47,12,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201701,19,"1,000",40,4,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,27.95,201701,19,500,47,2,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201702,2,"1,000",43,15,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,42.88,201702,3,500,65,11,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,31.92,201702,6,500,53,13,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,31.92,201702,15,"1,000",45,6,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,42.88,201702,20,"1,000",60,15,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201704,5,"1,000",40,2,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,전세,42.88,201705,1,"12,000",0,5,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,31.92,201705,6,"1,000",45,10,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,42.88,201705,13,"1,000",60,12,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,27.95,201706,19,"1,000",41,4,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,31.92,201706,20,"1,000",45,14,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201707,5,500,50,4,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,27.95,201708,8,500,45,10,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,27.95,201708,10,500,45,4,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201709,8,"3,000",28,12,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201709,11,"2,000",35,14,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201709,16,500,45,7,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,42.88,201709,22,"2,000",55,8,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,42.88,201709,26,500,65,2,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201711,23,"2,000",35,14,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,전세,31.92,201711,27,"10,000",0,5,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,30.72,201712,12,"1,000",45,10,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,42.88,201712,19,"1,000",60,2,2003,백양로 59
경기도 고양일산동구 백석동,1301-2,1301,2,넥스빌,월세,64.23,201707,25,"1,000",75,4,2003,장백로 8
경기도 고양일산동구 백석동,1301-2,1301,2,넥스빌,전세,63.18,201708,8,"15,000",0,3,2003,장백로 8
경기도 고양일산동구 백석동,1301-2,1301,2,넥스빌,월세,56.73,201709,15,"2,000",67,10,2003,장백로 8
경기도 고양일산동구 백석동,1301-2,1301,2,넥스빌,전세,50.85,201710,18,"16,500",0,4,2003,장백로 8
경기도 고양일산동구 백석동,1301-2,1301,2,넥스빌,월세,63.18,201711,24,"1,000",80,4,2003,장백로 8
경기도 고양일산동구 백석동,1301-2,1301,2,넥스빌,월세,56.73,201712,11,500,80,9,2003,장백로 8
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,34.45,201701,9,"6,000",30,10,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,37.57,201701,19,"1,500",55,3,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,40.54,201702,7,"3,000",47,2,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,34.45,201702,9,500,55,3,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,전세,40.54,201702,9,"12,000",0,9,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,37.57,201702,10,"5,000",40,8,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,37.57,201702,11,"6,000",35,5,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,전세,37.57,201702,14,"12,500",0,6,2004,일산로 74-17
